round,arm,asset,horizon,reward_lp,val_before,val_after,mean_reward_est,pulls_arm
1,0,BTC,1,-0.027057483792304993,0.12714357674121857,0.15420106053352356,-0.027057483792304993,1
2,1,BTC,3,-0.03402775526046753,0.15247641503810883,0.18650417029857635,-0.03402775526046753,1
3,2,BTC,7,-0.023816436529159546,0.17980429530143738,0.20362073183059692,-0.023816436529159546,1
4,3,DOGE,1,-0.011842404492199421,0.01330342423170805,0.02514582872390747,-0.011842404492199421,1
5,4,DOGE,3,-0.0423774104565382,0.02716916985809803,0.06954658031463623,-0.0423774104565382,1
6,5,DOGE,7,-0.05106941610574722,0.07445884495973587,0.1255282610654831,-0.05106941610574722,1
7,6,ETH,1,0.004194219596683979,0.017561720684170723,0.013367501087486744,0.004194219596683979,1
8,7,ETH,3,-0.01271013729274273,0.016709156334400177,0.029419293627142906,-0.01271013729274273,1
9,8,ETH,7,-0.007507633417844772,0.0372312068939209,0.04473884031176567,-0.007507633417844772,1
10,9,LTC,1,0.0032118260860443115,0.19308051466941833,0.18986868858337402,0.0032118260860443115,1
11,10,LTC,3,0.018404290080070496,0.19229117035865784,0.17388688027858734,0.018404290080070496,1
12,11,LTC,7,0.03130964934825897,0.1781231164932251,0.14681346714496613,0.03130964934825897,1
13,12,XRP,1,0.03119634836912155,0.10574598610401154,0.07454963773488998,0.03119634836912155,1
14,13,XRP,3,0.024655945599079132,0.08839907497167587,0.06374312937259674,0.024655945599079132,1
15,14,XRP,7,0.02039969712495804,0.09109918773174286,0.07069949060678482,0.02039969712495804,1
16,11,LTC,7,0.016719818115234375,0.05322911962866783,0.036509301513433456,0.024014733731746674,2
17,12,XRP,1,0.006628112867474556,0.023046551272273064,0.016418438404798508,0.018912230618298054,2
18,13,XRP,3,0.0038333628326654434,0.026185013353824615,0.022351650521159172,0.014244654215872288,2
19,14,XRP,7,0.002304334193468094,0.041416581720113754,0.03911224752664566,0.011352015659213066,2
20,10,LTC,3,-0.0017658192664384842,0.012078800238668919,0.013844619505107403,0.008319235406816006,2
21,6,ETH,1,-0.0028007198125123978,0.009426894597709179,0.012227614410221577,0.0006967498920857906,2
22,9,LTC,1,-0.004399118013679981,0.013776394538581371,0.018175512552261353,-0.0005936459638178349,2
23,8,ETH,7,-0.0022978316992521286,0.017029225826263428,0.019327057525515556,-0.0049027325585484505,2
24,3,DOGE,1,-0.005997346714138985,0.020511792972683907,0.02650913968682289,-0.008919875603169203,2
25,7,ETH,3,-0.002094469964504242,0.02122672274708748,0.02332119271159172,-0.0074023036286234856,2
26,2,BTC,7,-0.0015001874417066574,0.02278158627450466,0.02428177371621132,-0.012658311985433102,2
27,0,BTC,1,-0.0022819936275482178,0.01568080671131611,0.017962800338864326,-0.014669738709926605,2
28,1,BTC,3,-0.0015597008168697357,0.020703477784991264,0.022263178601861,-0.017793728038668633,2
29,4,DOGE,3,0.0008260346949100494,0.03648149222135544,0.03565545752644539,-0.020775687880814075,2
30,5,DOGE,7,0.0015849769115447998,0.03601466864347458,0.03442969173192978,-0.02474221959710121,2
31,11,LTC,7,0.004829090088605881,0.043376434594392776,0.038547344505786896,0.017619519184033077,3
32,12,XRP,1,0.008413786068558693,0.03634015843272209,0.0279263723641634,0.015412749101718267,3
33,13,XRP,3,0.006101790815591812,0.034029632806777954,0.027927841991186142,0.011530366415778795,3
34,14,XRP,7,0.005427882075309753,0.041955288499593735,0.03652740642428398,0.009377304464578629,3
35,10,LTC,3,0.003487134352326393,0.01599583774805069,0.012508703395724297,0.0067085350553194685,3
36,6,ETH,1,-0.00046011898666620255,0.0033824709244072437,0.0038425899110734463,0.0003111269325017929,3
37,9,LTC,1,0.0004013916477560997,0.006962227169424295,0.006560835521668196,-0.0002619667599598567,3
38,8,ETH,7,0.0006375918164849281,0.010441599413752556,0.009804007597267628,-0.003055957766870658,3
39,7,ETH,3,0.0005381428636610508,0.0060078976675868034,0.005469754803925753,-0.004755488131195307,3
40,3,DOGE,1,-0.004240688867866993,0.0059790946543216705,0.010219783522188663,-0.007360146691401799,3
41,2,BTC,7,0.004364566877484322,0.02200719527900219,0.017642628401517868,-0.006984019031127294,3
42,0,BTC,1,-0.007539800368249416,0.005242384038865566,0.012782184407114983,-0.012293092596034208,3
43,1,BTC,3,-0.009199416264891624,0.015725430101156235,0.02492484636604786,-0.01492895744740963,3
44,4,DOGE,3,-0.0017957035452127457,0.02987324260175228,0.03166894614696503,-0.014449026435613632,3
45,5,DOGE,7,0.0005539096891880035,0.032139457762241364,0.03158554807305336,-0.01631017650167147,3
46,11,LTC,7,0.005212854593992233,0.039903879165649414,0.03469102457165718,0.014517853036522865,4
47,12,XRP,1,0.009126726537942886,0.028181709349155426,0.01905498281121254,0.013841243460774422,4
48,13,XRP,3,0.006921056658029556,0.024738766252994537,0.01781770959496498,0.010378038976341486,4
49,14,XRP,7,0.0031739119440317154,0.031134601682424545,0.02796068973839283,0.0078264563344419,4
50,10,LTC,3,0.001927610021084547,0.00952849630266428,0.007600886281579733,0.005513303796760738,4
51,6,ETH,1,-0.0019172048196196556,0.010514172725379467,0.012431377544999123,-0.0002459560055285692,4
52,9,LTC,1,-0.00014257756993174553,0.003503917483612895,0.0036464950535446405,-0.00023211946245282888,4
53,8,ETH,7,0.0037706298753619194,0.019368503242731094,0.015597873367369175,-0.0013493108563125136,4
54,7,ETH,3,0.003844152670353651,0.010865556076169014,0.007021403405815363,-0.0026055779308080673,4
55,2,BTC,7,0.015826115384697914,0.041094232350587845,0.02526811696588993,-0.001281485427170992,4
56,3,DOGE,1,-0.0028081433847546577,0.0032790787518024445,0.006087222136557102,-0.006222145864740014,4
57,0,BTC,1,-0.004582172725349665,0.004025885369628668,0.008608058094978333,-0.010365362628363073,4
58,4,DOGE,3,-0.005152443423867226,0.011334395036101341,0.016486838459968567,-0.01212488068267703,4
59,1,BTC,3,-0.004117323085665703,0.019609792158007622,0.023727115243673325,-0.012226048856973648,4
60,5,DOGE,7,-0.002278480678796768,0.02138354256749153,0.0236620232462883,-0.012802252545952795,4
61,11,LTC,7,0.0013560391962528229,0.033232931047677994,0.03187689185142517,0.011885490268468857,5
62,12,XRP,1,0.004743082448840141,0.026429997757077217,0.021686915308237076,0.012021611258387566,5
63,13,XRP,3,0.005090080201625824,0.027473963797092438,0.022383883595466614,0.009320447221398354,5
64,14,XRP,7,0.004601413384079933,0.03582907095551491,0.031227657571434975,0.007181447744369507,5
65,10,LTC,3,0.0031481292098760605,0.013686862774193287,0.010538733564317226,0.005040268879383802,5
66,9,LTC,1,0.0016709491610527039,0.0066528841853141785,0.004981935024261475,0.00014849426224827766,5
67,6,ETH,1,-0.0005886931903660297,0.005548976361751556,0.006137669552117586,-0.0003145034424960613,5
68,2,BTC,7,0.0035160332918167114,0.05861407145857811,0.0550980381667614,-0.0003219816833734512,5
69,8,ETH,7,0.001973213627934456,0.012395087629556656,0.0104218740016222,-0.0006848059594631198,5
70,7,ETH,3,0.0010633990168571472,0.0063352738507092,0.005271874833852053,-0.0018717825412750244,5
71,3,DOGE,1,-0.0028141350485384464,0.004326963797211647,0.0071410988457500935,-0.0055405437014997005,5
72,0,BTC,1,0.0005370178259909153,0.005440732929855585,0.00490371510386467,-0.008184886537492275,5
73,4,DOGE,3,-0.0060311295092105865,0.012455709278583527,0.018486838787794113,-0.010906130447983742,5
74,1,BTC,3,-0.011590903624892235,0.01564672403037548,0.027237627655267715,-0.012099019810557365,5
75,5,DOGE,7,-0.003765823319554329,0.025012705475091934,0.028778528794646263,-0.010994966700673101,5
76,12,XRP,1,-6.502121686935425e-05,0.03824206814169884,0.03830708935856819,0.010007172512511413,6
77,11,LTC,7,0.005450557917356491,0.03934444114565849,0.033893883228302,0.010813001543283463,6
78,13,XRP,3,0.00673738494515419,0.03740436211228371,0.030666977167129517,0.008889936842024326,6
79,14,XRP,7,0.006406232714653015,0.045125801116228104,0.03871956840157509,0.007052245239416758,6
80,10,LTC,3,0.004557901062071323,0.016957269981503487,0.012399368919432163,0.004959874243165056,6
81,9,LTC,1,0.002609236165881157,0.008159407414495945,0.005550171248614788,0.0005586179128537576,6
82,6,ETH,1,0.0002539984416216612,0.0029967892915010452,0.002742790849879384,-0.0002197531284764409,6
83,2,BTC,7,-0.0049898456782102585,0.02800816111266613,0.03299800679087639,-0.0010999590158462524,6
84,8,ETH,7,-0.00022856984287500381,0.009923137724399567,0.01015170756727457,-0.0006087666066984337,6
85,7,ETH,3,0.000310585368424654,0.005770143587142229,0.005459558218717575,-0.001508054556325078,6
86,3,DOGE,1,-0.00018375180661678314,0.0013628466986119747,0.0015465985052287579,-0.004647745052352548,6
87,0,BTC,1,0.0030910721980035305,0.008613044396042824,0.005521972198039293,-0.006305560081576307,6
88,4,DOGE,3,-0.0013475851155817509,0.003293619491159916,0.004641204606741667,-0.009313039559250077,6
89,5,DOGE,7,-0.001800229772925377,0.0062156012281775475,0.008015831001102924,-0.009462510546048481,6
90,1,BTC,3,-0.002805342897772789,0.009143690578639507,0.011949033476412296,-0.010550073658426602,6
91,11,LTC,7,-0.0005727801471948624,0.019626598805189133,0.020199378952383995,0.00918646130178656,7
92,12,XRP,1,0.0014571351930499077,0.015524032525718212,0.014066897332668304,0.008785738609731199,7
93,13,XRP,3,0.0029903315007686615,0.0208217091858387,0.017831377685070038,0.008047136078987802,7
94,14,XRP,7,0.0025044381618499756,0.03375960513949394,0.03125516697764397,0.006402558514050074,7
95,10,LTC,3,0.0010894294828176498,0.009159397333860397,0.008069967851042747,0.004406953563115427,7
96,9,LTC,1,0.00030380324460566044,0.0039816442877054214,0.003677841043099761,0.0005222158173897437,7
97,6,ETH,1,-0.0002407296560704708,0.0027002643328160048,0.0029409939888864756,-0.00022274977527558804,7
98,8,ETH,7,0.00011114683002233505,0.009995313361287117,0.009884166531264782,-0.0005059218300240382,7
99,2,BTC,7,0.0033949557691812515,0.03198663890361786,0.028591683134436607,-0.0004578283322708947,7
100,7,ETH,3,7.196329534053802e-05,0.004999571014195681,0.004927607718855143,-0.0012823377203728472,7
101,3,DOGE,1,-0.0010166065767407417,0.0018212608993053436,0.0028378674760460854,-0.004129010984408004,7
102,0,BTC,1,0.00046517932787537575,0.004046759568154812,0.003581580240279436,-0.005338311594511781,7
103,4,DOGE,3,-0.0022903443314135075,0.00575987296178937,0.008050217293202877,-0.008309797383844852,7
104,5,DOGE,7,-0.00227921549230814,0.009393494576215744,0.011672710068523884,-0.00843632553837129,7
105,1,BTC,3,-0.001414390280842781,0.010336877778172493,0.011751268059015274,-0.009244976033057484,7
106,11,LTC,7,0.00014023855328559875,0.02337321639060974,0.023232977837324142,0.008055683458223939,8
107,12,XRP,1,0.002213886007666588,0.01840977370738983,0.016195887699723244,0.007964257034473123,8
108,13,XRP,3,0.002605060115456581,0.022657332941889763,0.020052272826433182,0.0073668765835464,8
109,14,XRP,7,0.0030174031853675842,0.03557934612035751,0.03256194293498993,0.005979414097964763,8
110,10,LTC,3,0.0021004807204008102,0.010817381553351879,0.008716900832951069,0.0041186444577760994,8
111,9,LTC,1,0.0009375109802931547,0.0046045780181884766,0.003667067037895322,0.00057412771275267,8
112,6,ETH,1,-0.0003276113420724869,0.0025572075974196196,0.0028848189394921064,-0.0002358574711252004,8
113,2,BTC,7,-0.0006787031888961792,0.03567516431212425,0.03635386750102043,-0.00048543768934905524,8
114,8,ETH,7,0.00023832544684410095,0.010100249201059341,0.00986192375421524,-0.00041289092041552083,8
115,7,ETH,3,0.0004483773373067379,0.005330284591764212,0.004881907254457474,-0.001065998338162899,8
116,3,DOGE,1,-0.0006487201899290085,0.0014544078148901463,0.0021031280048191547,-0.0036939746350981295,8
117,0,BTC,1,0.003498766804113984,0.0072081428952515125,0.0037093760911375284,-0.004233676794683561,8
118,4,DOGE,3,-0.002792577724903822,0.004815678112208843,0.007608255837112665,-0.007620144926477224,8
119,5,DOGE,7,-0.0030209822580218315,0.008977368474006653,0.011998350732028484,-0.007759407628327608,8
120,1,BTC,3,-0.009609680622816086,0.018316451460123062,0.027926132082939148,-0.009290564106777309,8
121,11,LTC,7,-0.00011657923460006714,0.024871133267879486,0.024987712502479553,0.007147654270132382,9
122,12,XRP,1,0.0022481735795736313,0.023127127438783646,0.020878953859210014,0.007329136650595401,9
123,13,XRP,3,0.004981664940714836,0.027774766087532043,0.022793101146817207,0.007101853067676227,9
124,14,XRP,7,0.005211777985095978,0.03932017460465431,0.034108396619558334,0.005894121196534898,9
125,10,LTC,3,0.0022358568385243416,0.010053402744233608,0.007817545905709267,0.003909445833414793,9
126,9,LTC,1,0.0003898676950484514,0.003703527618199587,0.0033136599231511354,0.0005536543774522013,9
127,6,ETH,1,-0.0012989267706871033,0.002344244159758091,0.0036431709304451942,-0.00035397628218763403,9
128,8,ETH,7,-0.001640154980123043,0.011505117639899254,0.013145272620022297,-0.0005492535937163567,9
129,2,BTC,7,0.0018824487924575806,0.03904707357287407,0.03716462478041649,-0.00022233919137054013,9
130,7,ETH,3,0.001311072614043951,0.007382140029221773,0.006071067415177822,-0.000801879343473249,9
131,3,DOGE,1,0.00026494485791772604,0.0013824347406625748,0.0011174898827448487,-0.003254094691429701,9
132,0,BTC,1,0.0033455402590334415,0.00767486123368144,0.004329320974647999,-0.003391541566492783,9
133,4,DOGE,3,-0.0006265956908464432,0.0024767008144408464,0.0031032965052872896,-0.006843083900296026,9
134,5,DOGE,7,-0.0010489369742572308,0.004850602708756924,0.0058995396830141544,-0.007013799777875344,9
135,1,BTC,3,-0.004229475744068623,0.010673189535737038,0.01490266527980566,-0.008728220955365233,9
136,12,XRP,1,-0.001064978539943695,0.011461186222732067,0.012526164762675762,0.006489725131541492,10
137,11,LTC,7,0.0012601669877767563,0.016910308972001076,0.01565014198422432,0.006558905541896819,10
138,13,XRP,3,0.0016961582005023956,0.017881831154227257,0.01618567295372486,0.006561283580958844,10
139,14,XRP,7,0.0011855103075504303,0.03323979675769806,0.03205428645014763,0.005423260107636451,10
140,10,LTC,3,0.0005317814648151398,0.008297912776470184,0.0077661313116550446,0.0035716793965548275,10
141,9,LTC,1,0.0002898944076150656,0.0036353578325361013,0.0033454634249210358,0.0005272783804684877,10
142,2,BTC,7,-0.0010691694915294647,0.018104271963238716,0.01917344145476818,-0.0003070222213864326,10
143,6,ETH,1,7.985136471688747e-05,0.0020894226618111134,0.002009571297094226,-0.0003105935174971819,10
144,8,ETH,7,1.3783574104309082e-07,0.009047303348779678,0.009047165513038635,-0.0004943144507706167,10
145,7,ETH,3,6.949994713068008e-06,0.004512414336204529,0.004505464341491461,-0.0007209964096546173,10
146,3,DOGE,1,-0.0001716134138405323,0.0011368350824341178,0.00130844849627465,-0.0029458465636707843,10
147,0,BTC,1,0.00013292510993778706,0.003155598882585764,0.003022673772647977,-0.003039094898849726,10
148,4,DOGE,3,-0.0003295231144875288,0.0028718544635921717,0.0032013775780797005,-0.006191727821715176,10
149,5,DOGE,7,-0.00024088146165013313,0.004937516991049051,0.005178398452699184,-0.006336507946252823,10
150,1,BTC,3,0.00014451611787080765,0.008388555608689785,0.008244039490818977,-0.00784094724804163,10
